"Bill_id","History_date","History_description","History_refid"
"SB83","03/02/16","H Passed House with amendment BLOCK VOTE (99-Y 0-N)",""
"SB83","03/02/16","H VOTE: BLOCK VOTE PASSAGE (99-Y 0-N)","HV1081"
"SB83","03/04/16","S House amendment agreed to by Senate (39-Y 0-N)","SV0855"
"SB83","03/08/16","S Enrolled",""
"SB83","03/08/16","S Bill text as passed Senate and House (SB83ER)",""
"SB83","03/08/16","S Impact statement from DPB (SB83ER)",""
"SB83","03/08/16","H Signed by Speaker",""
"SB83","03/10/16","S Signed by President",""
"SB83","03/11/16","S Enrolled Bill Communicated to Governor on 3/11/16",""
"SB83","03/11/16","G Governor's Action Deadline Midnight, Sunday, April 10, 2016",""
"SB83","03/29/16","G Approved by Governor-Chapter 571 (effective 7/1/16)",""
"SB84","12/21/15","S Prefiled and ordered printed; offered 01/13/16 16100600D",""
"SB84","12/21/15","S Referred to Committee on Privileges and Elections",""
"SB84","01/20/16","S Impact statement from DPB (SB84)",""
"SB84","01/26/16","S Passed by indefinitely in Privileges and Elections (7-Y 6-N)","S08V0028"
"SB84","02/01/16","S Impact statement from DHCD (SB84)",""
"SB85","12/22/15","S Prefiled and ordered printed; offered 01/13/16 16100553D",""
"SB85","12/22/15","S Referred to Committee on Commerce and Labor",""
"SB85","01/10/16","S Impact statement from SCC (SB85)",""
"SB85","02/08/16","S Reported from Commerce and Labor with substitute (13-Y 0-N)","S02V0047"
"SB85","02/08/16","S Committee substitute printed 16105313D-S1",""
"SB85","02/10/16","S Constitutional reading dispensed (40-Y 0-N)","SV0313"
"SB85","02/11/16","S Read second time",""
"SB85","02/11/16","S Reading of substitute waived",""
"SB85","02/11/16","S Committee substitute agreed to 16105313D-S1",""
"SB85","02/11/16","S Engrossed by Senate - committee substitute SB85S1",""
"SB85","02/11/16","S Constitutional reading dispensed (40-Y 0-N)","SV0331"
"SB85","02/11/16","S Passed Senate (40-Y 0-N)","SV0332"
"SB85","02/14/16","S Impact statement from SCC (SB85S1)",""
"SB85","02/15/16","H Placed on Calendar",""
"SB85","02/15/16","H Read first time",""
"SB85","02/15/16","H Referred to Committee on Commerce and Labor",""
"SB85","02/18/16","H Reported from Commerce and Labor (19-Y 0-N)","H14V0136"
"SB85","02/19/16","H Read second time",""
"SB85","02/22/16","H Read third time",""
"SB85","02/22/16","H Passed House (99-Y 0-N 1-A)",""
"SB85","02/22/16","H VOTE: PASSAGE (99-Y 0-N 1-A)","HV0775"
"SB85","02/23/16","S Enrolled",""
"SB85","02/23/16","S Bill text as passed Senate and House (SB85ER)",""
"SB85","02/23/16","S Signed by President",""
"SB85","02/23/16","H Signed by Speaker",""
"SB85","02/23/16","S Enrolled Bill Communicated to Governor on 2/23/16",""
"SB85","02/23/16","G Governor's Action Deadline Midnight, March 1, 2016",""
"SB85","02/25/16","S Impact statement from SCC (SB85ER)",""
"SB85","03/01/16","G Approved by Governor-Chapter 191 (effective 7/1/16)",""
"SB85","03/01/16","G Acts of Assembly Chapter text (CHAP0191)",""
"SB86","12/22/15","S Prefiled and ordered printed; offered 01/13/16 16100523D",""
"SB86","12/22/15","S Referred to Committee for Courts of Justice",""
"SB86","01/09/16","S Impact statement from VCSC (SB86)",""
"SB86","01/27/16","S Committee substitute printed 16104864D-S1",""
"SB86","01/27/16","S Reported from Courts of Justice with substitute (14-Y 0-N)","S03V0129"
"SB86","01/27/16","S Rereferred to Finance",""
"SB86","01/29/16","S Impact statement from VCSC (SB86S1)",""
"SB86","02/17/16","S Left in Finance","S05V0170"
"SB87","12/22/15","S Prefiled and ordered printed; offered 01/13/16 16100681D",""
"SB87","12/22/15","S Referred to Committee for Courts of Justice",""
"SB87","02/01/16","S Reported from Courts of Justice with substitute (15-Y 0-N)","S03V0145"
"SB87","02/01/16","S Committee substitute printed 16104455D-S1",""
"SB87","02/02/16","S Constitutional reading dispensed (40-Y 0-N)","SV0173"
"SB87","02/03/16","S Read second time",""
"SB87","02/03/16","S Reading of substitute waived",""
"SB87","02/03/16","S Committee substitute agreed to 16104455D-S1",""
"SB87","02/03/16","S Engrossed by Senate - committee substitute SB87S1",""
"SB87","02/04/16","S Read third time and passed Senate (40-Y 0-N)","SV0194"
"SB87","02/04/16","S Impact statement from DPB (SB87S1)",""
"SB87","02/08/16","H Placed on Calendar",""
"SB87","02/08/16","H Read first time",""
"SB87","02/08/16","H Referred to Committee for Courts of Justice",""
"SB87","02/16/16","H Assigned Courts sub: Civil Law",""
"SB87","02/17/16","H Subcommittee recommends reporting (10-Y 0-N)","H0802V0083"
"SB87","02/24/16","H Reported from Courts of Justice (22-Y 0-N)","H08V0384"
"SB87","02/25/16","H Read second time",""
"SB87","02/26/16","H Read third time",""
"SB87","02/26/16","H Passed House BLOCK VOTE (97-Y 0-N)",""
"SB87","02/26/16","H VOTE: BLOCK VOTE PASSAGE (97-Y 0-N)","HV0972"
"SB87","02/29/16","S Enrolled",""
"SB87","02/29/16","S Bill text as passed Senate and House (SB87ER)",""
"SB87","02/29/16","H Signed by Speaker",""
"SB87","03/01/16","S Impact statement from DPB (SB87ER)",""
"SB87","03/03/16","S Signed by President",""
"SB87","03/04/16","S Enrolled Bill Communicated to Governor on 3/4/16",""
"SB87","03/04/16","G Governor's Action Deadline Midnight, March 11, 2016",""
"SB87","03/07/16","G Approved by Governor-Chapter 264 (effective 7/1/17)",""
"SB87","03/07/16","G Acts of Assembly Chapter text (CHAP0264)",""
"SB88","12/22/15","S Prefiled and ordered printed; offered 01/13/16 16102082D",""
"SB88","12/22/15","S Referred to Committee on Commerce and Labor",""
"SB88","01/12/16","S Impact statement from DPB (SB88)",""
"SB88","02/01/16","S Passed by indefinitely in Commerce and Labor (11-Y 4-N)","S02V0030"
"SB89","12/22/15","S Prefiled and ordered printed; offered 01/13/16 16100826D",""
"SB89","12/22/15","S Referred to Committee on Privileges and Elections",""
"SB89","01/13/16","S Impact statement from DPB (SB89)",""
"SB89","01/26/16","S Reported from Privileges and Elections with amendments (13-Y 0-N)","S08V0029"
"SB89","01/28/16","S Constitutional reading dispensed (40-Y 0-N)","SV0117"
"SB89","01/29/16","S Read second time",""
"SB89","01/29/16","S Reading of amendments waived",""
"SB89","01/29/16","S Committee amendments agreed to",""
"SB89","01/29/16","S Engrossed by Senate as amended SB89E",""
"SB89","01/29/16","S Printed as engrossed 16100826D-E",""
"SB89","02/01/16","S Impact statement from DPB (SB89E)",""
"SB89","02/01/16","S Read third time and passed Senate (39-Y 0-N)","SV0139"
"SB89","02/03/16","H Placed on Calendar",""
"SB89","02/03/16","H Read first time",""
"SB89","02/03/16","H Referred to Committee on Privileges and Elections",""
"SB89","02/08/16","H Assigned P & E sub: Campaigns",""
"SB89","02/18/16","H Subcommittee recommends reporting (7-Y 0-N)","H1802V0032"
"SB89","02/26/16","H Reported from Privileges and Elections (21-Y 1-N)","H18V0098"
"SB89","02/29/16","H Read second time",""
"SB89","03/01/16","H Read third time",""
"SB89","03/01/16","H Passed House (93-Y 0-N)",""
"SB89","03/01/16","H VOTE: PASSAGE (93-Y 0-N)","HV1063"
"SB89","03/02/16","S Enrolled",""
"SB89","03/02/16","S Bill text as passed Senate and House (SB89ER)",""
"SB89","03/02/16","S Impact statement from DPB (SB89ER)",""
"SB89","03/02/16","H Signed by Speaker",""
"SB89","03/05/16","S Signed by President",""
"SB89","03/07/16","S Enrolled Bill Communicated to Governor on 3/7/2016",""
"SB89","03/07/16","G Governor's Action Deadline Midnight, Sunday, April 10, 2016",""
"SB89","03/11/16","G Approved by Governor-Chapter 403 (effective 7/1/16)",""
"SB90","12/22/15","S Prefiled and ordered printed; offered 01/13/16 16101036D",""
"SB90","12/22/15","S Referred to Committee for Courts of Justice",""
"SB90","01/27/16","S Reported from Courts of Justice with amendment (12-Y 2-N)","S03V0107"
"SB90","01/29/16","S Constitutional reading dispensed (36-Y 0-N)","SV0135"
"SB90","02/01/16","S Read second time",""
"SB90","02/01/16","S Reading of amendment waived",""
"SB90","02/01/16","S Committee amendment agreed to",""
"SB90","02/01/16","S Engrossed by Senate as amended SB90E",""
"SB90","02/01/16","S Printed as engrossed 16101036D-E",""
"SB90","02/02/16","S Read third time and passed Senate (34-Y 6-N)","SV0161"
"SB90","02/05/16","H Placed on Calendar",""
"SB90","02/05/16","H Read first time",""
"SB90","02/05/16","H Referred to Committee for Courts of Justice",""
"SB90","02/16/16","H Assigned Courts sub: Civil Law",""
"SB90","02/17/16","H Subcommittee recommends reporting (10-Y 0-N)","H0802V0084"
"SB90","02/24/16","H Reported from Courts of Justice (22-Y 0-N)","H08V0385"
"SB90","02/25/16","H Read second time",""
"SB90","02/26/16","H Read third time",""
"SB90","02/26/16","H Passed House BLOCK VOTE (97-Y 0-N)",""
"SB90","02/26/16","H VOTE: BLOCK VOTE PASSAGE (97-Y 0-N)","HV0973"
"SB90","02/29/16","S Enrolled",""
"SB90","02/29/16","S Bill text as passed Senate and House (SB90ER)",""
"SB90","02/29/16","H Signed by Speaker",""
"SB90","03/03/16","S Signed by President",""
"SB90","03/04/16","S Enrolled Bill Communicated to Governor on 3/4/16",""
"SB90","03/04/16","G Governor's Action Deadline Midnight, March 11, 2016",""
"SB90","03/11/16","G Approved by Governor-Chapter 353 (effective 7/1/16)",""
"SB90","03/11/16","G Acts of Assembly Chapter text (CHAP0353)",""
"SB91","12/22/15","S Prefiled and ordered printed; offered 01/13/16 16102083D",""
"SB91","12/22/15","S Referred to Committee on Transportation",""
"SB91","01/20/16","S Reported from Transportation with amendments (10-Y 0-N 2-A)","S11V0007"
"SB91","01/25/16","S Constitutional reading dispensed (39-Y 0-N)","SV0072"
"SB91","01/26/16","S Read second time",""
"SB91","01/26/16","S Reading of amendments waived",""
"SB91","01/26/16","S Committee amendments agreed to",""
"SB91","01/26/16","S Engrossed by Senate as amended SB91E",""
"SB91","01/26/16","S Printed as engrossed 16102083D-E",""
"SB91","01/27/16","S Read third time and passed Senate (39-Y 0-N)","SV0096"
"SB91","01/27/16","S Reconsideration of passage agreed to by Senate (40-Y 0-N)","SV0097"
"SB91","01/27/16","S Passed Senate (40-Y 0-N)","SV0098"
"SB91","02/01/16","S Impact statement from DPB (SB91E)",""
"SB91","02/03/16","H Placed on Calendar",""
"SB91","02/03/16","H Read first time",""
"SB91","02/03/16","H Referred to Committee on Transportation",""
"SB91","02/18/16","H Reported from Transportation (21-Y 0-N)","H19V0205"
"SB91","02/19/16","H Read second time",""
"SB91","02/22/16","H Read third time",""
"SB91","02/22/16","H Passed House BLOCK VOTE (100-Y 0-N)",""
"SB91","02/22/16","H VOTE: BLOCK VOTE PASSAGE (100-Y 0-N)","HV0737"
"SB91","02/23/16","S Enrolled",""
"SB91","02/23/16","S Bill text as passed Senate and House (SB91ER)",""
"SB91","02/23/16","S Impact statement from DPB (SB91ER)",""
"SB91","02/23/16","S Signed by President",""
"SB91","02/23/16","H Signed by Speaker",""
"SB91","02/23/16","S Enrolled Bill Communicated to Governor on 2/23/16",""
"SB91","02/23/16","G Governor's Action Deadline Midnight, March 1, 2016",""
"SB91","03/01/16","G Approved by Governor-Chapter 133 (effective 7/1/16)",""
"SB91","03/01/16","G Acts of Assembly Chapter text (CHAP0133)",""
"SB92","12/22/15","S Prefiled and ordered printed; offered 01/13/16 16102261D",""
"SB92","12/22/15","S Referred to Committee on Commerce and Labor",""
"SB92","01/22/16","S Impact statement from DPB (SB92)",""
"SB92","02/01/16","S Passed by indefinitely in Commerce and Labor (10-Y 5-N)","S02V0031"
"SB93","12/22/15","S Prefiled and ordered printed; offered 01/13/16 16102262D",""
"SB93","12/22/15","S Referred to Committee on Rehabilitation and Social Services",""
"SB93","01/13/16","S Impact statement from DPB (SB93)",""
"SB93","01/21/16","S Rereferred from Rehabilitation and Social Services (15-Y 0-N)","S09V0003"
"SB93","01/21/16","S Rereferred to Commerce and Labor",""
"SB93","02/01/16","S Rereferred from Commerce and Labor (11-Y 4-N)","S02V0022"
"SB93","02/01/16","S Rereferred to Finance",""
"SB93","02/10/16","S Reported from Finance with amendment (13-Y 2-N)","S05V0106"
"SB93","02/11/16","S Constitutional reading dispensed (40-Y 0-N)","SV0336"
"SB93","02/12/16","S Read second time",""
"SB93","02/12/16","S Reading of amendment waived",""
"SB93","02/12/16","S Committee amendment agreed to",""
"SB93","02/12/16","S Engrossed by Senate as amended SB93E",""
"SB93","02/12/16","S Constitutional reading dispensed (39-Y 0-N)","SV0366"
"SB93","02/12/16","S Passed Senate (33-Y 6-N)","SV0368"
"SB93","02/12/16","S Printed as engrossed 16102262D-E",""
"SB93","02/17/16","H Placed on Calendar",""
"SB93","02/17/16","H Read first time",""
"SB93","02/17/16","H Referred to Committee on Appropriations",""
"SB93","02/22/16","H Assigned App. sub: Public Safety",""
"SB93","02/24/16","S Impact statement from DPB (SB93E)",""
"SB93","02/29/16","H Subcommittee recommends continuing to 2017","H0208V0018"
"SB93","02/29/16","H Committee amendments",""
"SB93","02/29/16","H Continued to 2017 with amendment(s) in Appropriations","H02V0135"
"SB94","12/22/15","S Prefiled and ordered printed; offered 01/13/16 16102263D",""
"SB94","12/22/15","S Referred to Committee for Courts of Justice",""
"SB94","02/08/16","S Committee substitute printed to Web only 16104736D-S1",""
"SB94","02/08/16","S Passed by indefinitely in Courts of Justice (12-Y 2-N)","S03V0190"
"SB95","12/22/15","S Prefiled and ordered printed; offered 01/13/16 16103093D",""
"SB95","12/22/15","S Referred to Committee for Courts of Justice",""
"SB95","01/20/16","S Passed by indefinitely in Courts of Justice (10-Y 4-N)","S03V0036"
"SB96","12/22/15","S Prefiled and ordered printed; offered 01/13/16 16103094D",""
"SB96","12/22/15","S Referred to Committee for Courts of Justice",""
"SB96","01/09/16","S Impact statement from VCSC (SB96)",""
"SB96","01/27/16","S Incorporated by Courts of Justice (SB49-Howell) (14-Y 0-N)","S03V0108"
"SB97","12/22/15","S Prefiled and ordered printed; offered 01/13/16 16103098D",""
"SB97","12/22/15","S Referred to Committee for Courts of Justice",""
"SB97","01/09/16","S Impact statement from VCSC (SB97)",""
"SB97","01/27/16","S Passed by indefinitely in Courts of Justice (11-Y 3-N)","S03V0109"
"SB98","12/22/15","S Prefiled and ordered printed; offered 01/13/16 16102315D",""
"SB98","12/22/15","S Referred to Committee on Agriculture, Conservation and Natural Resources",""
"SB98","01/11/16","S Impact statement from DPB (SB98)",""
"SB98","01/28/16","S Passed by indefinitely in Agriculture, Conservation and Natural Resources (12-Y 3-N)","S01V0021"
"SB99","12/22/15","S Prefiled and ordered printed; offered 01/13/16 16101278D",""
"SB99","12/22/15","S Referred to Committee on Finance",""
"SB99","01/19/16","S Impact statement from TAX (SB99)",""
"SB99","01/20/16","S Reported from Finance with amendment (15-Y 0-N)","S05V0002"
"SB99","01/21/16","S Constitutional reading dispensed (39-Y 0-N)","SV0058"
"SB99","01/25/16","S Read second time",""
"SB99","01/25/16","S Reading of amendment waived",""
"SB99","01/25/16","S Committee amendment agreed to",""
"SB99","01/25/16","S Engrossed by Senate as amended SB99E",""
"SB99","01/25/16","S Printed as engrossed 16101278D-E",""
"SB99","01/26/16","S Read third time and passed Senate (40-Y 0-N)","SV0078"
"SB99","02/03/16","H Placed on Calendar",""
"SB99","02/03/16","H Read first time",""
"SB99","02/03/16","H Referred to Committee on Finance",""
"SB99","02/16/16","H Assigned Finance sub: Subcommittee #2",""
"SB99","02/16/16","S Impact statement from TAX (SB99E)",""
"SB99","02/17/16","H Subcommittee recommends reporting with amendment(s) (11-Y 0-N)","H1002V0040"
"SB99","02/22/16","H Reported from Finance with substitute (22-Y 0-N)","H10V0147"
"SB99","02/22/16","H Committee substitute printed 16105645D-H1",""
"SB99","02/23/16","H Read second time",""
"SB99","02/24/16","H Read third time",""
"SB99","02/24/16","H Committee substitute agreed to 16105645D-H1",""
"SB99","02/24/16","H Engrossed by House - committee substitute SB99H1",""
"SB99","02/24/16","H Passed House with substitute BLOCK VOTE (100-Y 0-N)",""
"SB99","02/24/16","H VOTE: BLOCK VOTE PASSAGE (100-Y 0-N)","HV0854"
"SB99","02/26/16","S House substitute agreed to by Senate (40-Y 0-N)","SV0650"
"SB99","02/26/16","S Title replaced 16105645D-H1",""
"SB99","02/29/16","S Enrolled",""
"SB99","02/29/16","S Bill text as passed Senate and House (SB99ER)",""
"SB99","02/29/16","H Signed by Speaker",""
"SB99","03/03/16","S Impact statement from TAX (SB99ER)",""
